16,5,Directed,246,NL/DE,,11
8,18,Directed,253,ES/RU,,2
23,12,Directed,256,IN/MX,,5
17,17,Directed,258,CA/CA,,9
17,11,Directed,261,CA/BE,,3
3,23,Directed,263,GB/IN,,61
13,23,Directed,265,VE/IN,,1
4,19,Directed,267,US/IE,,5
20,14,Directed,268,AR/IT,,18
20,20,Directed,272,AR/AR,,6
12,20,Directed,273,MX/AR,,2
27,15,Directed,274,ID/PH,,1
4,17,Directed,275,US/CA,,18
1,21,Directed,276,FR/AU,,3
2,3,Directed,277,TR/GB,,3
14,22,Directed,280,IT/ZA,,2
13,7,Directed,290,VE/EG,,3
17,4,Directed,291,CA/US,,3
5,23,Directed,292,DE/IN,,6
1,2,Directed,295,FR/TR,,12
8,10,Directed,297,ES/BR,,3
14,30,Directed,298,IT/TH,,1
1,10,Directed,300,FR/BR,,7
1,3,Directed,301,FR/GB,,4
5,3,Directed,302,DE/GB,,5
10,23,Directed,304,BR/IN,,2
4,32,Directed,305,US/MY,,3
13,8,Directed,306,VE/ES,,1
6,14,Directed,310,PL/IT,,5
16,16,Directed,313,NL/NL,,5
2,16,Directed,314,TR/NL,,1
3,8,Directed,315,GB/ES,,3
8,3,Directed,318,ES/GB,,13
9,20,Directed,321,CO/AR,,2
23,3,Directed,323,IN/GB,,1
9,4,Directed,324,CO/US,,4
5,18,Directed,325,DE/RU,,1
11,12,Directed,327,BE/MX,,9
19,5,Directed,329,IE/DE,,4
1,27,Directed,335,FR/ID,,1
14,8,Directed,337,IT/ES,,2
8,23,Directed,340,ES/IN,,16
23,23,Directed,341,IN/IN,,3
12,18,Directed,344,MX/RU,,1
11,21,Directed,346,BE/AU,,1
16,22,Directed,347,NL/ZA,,15
4,9,Directed,349,US/CO,,2
22,23,Directed,352,ZA/IN,,2
4,8,Directed,353,US/ES,,5
20,13,Directed,355,AR/VE,,3
11,14,Directed,357,BE/IT,,3
1,6,Directed,360,FR/PL,,9
23,4,Directed,362,IN/US,,1
20,31,Directed,365,AR/UY,,3
4,13,Directed,366,US/VE,,2
8,17,Directed,368,ES/CA,,4
12,13,Directed,374,MX/VE,,3
21,4,Directed,380,AU/US,,9
16,23,Directed,382,NL/IN,,2
24,3,Directed,384,PT/GB,,1
2,4,Directed,385,TR/US,,10
19,18,Directed,388,IE/RU,,1
4,26,Directed,389,US/SA,,1
2,18,Directed,391,TR/RU,,3
4,16,Directed,392,US/NL,,6
3,7,Directed,395,GB/EG,,4
2,7,Directed,396,TR/EG,,6
27,4,Directed,398,ID/US,,2
13,4,Directed,400,VE/US,,4
19,15,Directed,401,IE/PH,,1
24,14,Directed,415,PT/IT,,1
17,3,Directed,423,CA/GB,,1
11,23,Directed,424,BE/IN,,2
14,26,Directed,425,IT/SA,,1
24,12,Directed,426,PT/MX,,5
4,15,Directed,431,US/PH,,4
12,10,Directed,433,MX/BR,,1
17,15,Directed,436,CA/PH,,2
1,24,Directed,438,FR/PT,,4
8,16,Directed,440,ES/NL,,1
6,6,Directed,441,PL/PL,,3
5,22,Directed,442,DE/ZA,,1
21,12,Directed,443,AU/MX,,14
3,17,Directed,445,GB/CA,,2
3,16,Directed,447,GB/NL,,3
1,8,Directed,454,FR/ES,,1
4,2,Directed,457,US/TR,,1
11,11,Directed,459,BE/BE,,2
9,8,Directed,460,CO/ES,,1
14,9,Directed,466,IT/CO,,3
10,4,Directed,471,BR/US,,1
12,7,Directed,473,MX/EG,,1
12,5,Directed,475,MX/DE,,1
11,16,Directed,476,BE/NL,,1
17,2,Directed,477,CA/TR,,1
4,21,Directed,481,US/AU,,2
20,17,Directed,482,AR/CA,,1
11,27,Directed,484,BE/ID,,1
3,19,Directed,485,GB/IE,,2
8,2,Directed,490,ES/TR,,1
10,14,Directed,491,BR/IT,,3
2,26,Directed,492,TR/SA,,1
10,5,Directed,493,BR/DE,,3
14,5,Directed,494,IT/DE,,8
21,5,Directed,495,AU/DE,,3
12,23,Directed,497,MX/IN,,2
1,16,Directed,501,FR/NL,,1
14,27,Directed,502,IT/ID,,5
4,25,Directed,504,US/AE,,1
6,23,Directed,505,PL/IN,,1
17,5,Directed,512,CA/DE,,1
3,22,Directed,514,GB/ZA,,2
21,21,Directed,517,AU/AU,,1
22,5,Directed,519,ZA/DE,,2
10,28,Directed,520,BR/JP,,1
27,14,Directed,521,ID/IT,,1
14,3,Directed,522,IT/GB,,1
2,8,Directed,527,TR/ES,,2
3,21,Directed,529,GB/AU,,1
8,24,Directed,536,ES/PT,,1
16,17,Directed,538,NL/CA,,1
8,26,Directed,539,ES/SA,,1
16,10,Directed,545,NL/BR,,1
1,7,Directed,546,FR/EG,,2
16,21,Directed,550,NL/AU,,2
3,2,Directed,554,GB/TR,,1
5,17,Directed,557,DE/CA,,1
32,1,Directed,562,MY/FR,,1
11,17,Directed,563,BE/CA,,1
9,14,Directed,564,CO/IT,,1
3,11,Directed,565,GB/BE,,1
10,17,Directed,566,BR/CA,,1
7,7,Directed,572,EG/EG,,1
4,28,Directed,573,US/JP,,1
13,13,Directed,574,VE/VE,,1
20,3,Directed,578,AR/GB,,1
20,15,Directed,579,AR/PH,,1
5,11,Directed,583,DE/BE,,1
5,11,Directed,583,DE/BE,,1
